0.000000,0.000000
13356830.245727,3549883.253750
13356830.122825,3549883.897746
13356830.508947,3549885.196996
13356827.379167,3549882.455387
13356827.477455,3549882.459681
13356827.293172,3549882.171104
13356827.464060,3549882.105766
13356828.205239,3549883.038215
13356828.828193,3549882.812400
13356829.107668,3549882.459127
13356829.155267,3549882.452294
13356829.376261,3549882.979202
13356827.920757,3549882.759513
13356828.083793,3549882.428261
13356827.405060,3549882.227082
13356827.417647,3549882.045924
13356827.710980,3549882.020117
13356828.112647,3549882.678570
13356827.942814,3549882.570172
13356828.106190,3549882.600445
13356828.031244,3549882.531222
13356827.515652,3549882.103199
13356827.606308,3549882.341790
13356827.593889,3549882.543940
13356827.912872,3549882.488029
13356827.901498,3549882.792714
13356827.748673,3549882.903394
13356828.257204,3549882.289721
13356828.494011,3549882.528972
0.000000,0.000000
13356832.936603,3549887.022646
13356829.537653,3549882.963924
13356829.156083,3549882.862008
13356829.116327,3549882.907419
