0,0
2.76005,3.855
3.06276,3.05782
2.74876,3.15052
1.91073,3.01483
1.92643,2.95747
1.69905,3.11213
2.53282,2.43203
2.87537,1.90373
3.00832,1.86799
2.92485,1.90908
3.05633,2.0207
2.92942,2.41068
2.71429,2.97139
2.50151,3.07917
2.09971,2.929
1.79814,2.96796
2.05362,2.79287
2.45271,2.46896
3.09801,1.60676
3.11393,1.81962
2.82175,2.12825
2.52933,2.50354
2.27616,3.04792
2.09737,2.92705
2.07559,2.78708
2.61663,2.16998
2.90426,1.79854
3.01563,1.30367
2.64325,2.14912
2.59219,2.4955
2.40313,2.72363
1.96215,3.06907
1.6705,3.05322
1.51542,3.22426
2.12737,2.99503
2.43377,2.5412
2.91914,2.02562
2.9777,1.85138
3.24895,1.93531
3.38062,1.96975
3.29329,2.74121
3.0324,3.51057
2.66251,3.26678
2.13888,2.93947
1.60983,3.16044
1.70412,3.16558
2.8033,2.17594
2.78088,1.9481
2.8926,1.97298
2.97884,2.51687
2.93614,2.80083
3.121,2.9727
3.07144,3.53262
3.10903,3.59792
